Time,Acc_X,Acc_Y,Acc_Z
1.370000000000000107e-01,7.743877913461727935e+00,8.164468235906859883e-01,7.892744387956795116e+00
1.380000000000000115e-01,7.520650043968132081e+00,6.216297890987655395e-01,7.726756665571370419e+00
1.390000000000000124e-01,7.659484805735525370e+00,7.353604351634059899e-01,7.815720241142410707e+00
1.400000000000000133e-01,7.872869061398304780e+00,9.127732274287572167e-01,7.957417447842233038e+00
1.410000000000000142e-01,7.537575364944737011e+00,6.326240160622385034e-01,7.732587803552255501e+00
1.420000000000000151e-01,7.775843793755034206e+00,8.443150927896654334e-01,7.917796292355555821e+00
1.430000000000000160e-01,7.430759711612710205e+00,5.399544210094959773e-01,7.654174061071227442e+00
1.440000000000000169e-01,7.083365479429336808e+00,2.506003132546948953e-01,7.422796062628263414e+00
1.449999999999999900e-01,7.523929671040651357e+00,6.320557132470981943e-01,7.745000403411791190e+00
1.459999999999999909e-01,7.407297328352139054e+00,5.276196197784378539e-01,7.652540934773068848e+00
1.469999999999999918e-01,7.590413539430990397e+00,6.938106108058685884e-01,7.801510721883419208e+00
1.479999999999999927e-01,7.579375927235744825e+00,6.567433148115754404e-01,7.738042496341535958e+00
1.489999999999999936e-01,7.606867301686548899e+00,6.885164062165333165e-01,7.773651993413189132e+00
1.499999999999999944e-01,7.695897305761819851e+00,7.702203419140996044e-01,7.847511777350900886e+00
1.509999999999999953e-01,7.611042637401263633e+00,6.839057851932929255e-01,7.759147865555544143e+00
1.519999999999999962e-01,7.616843961990981349e+00,7.141288911006296036e-01,7.813133384904343615e+00
1.529999999999999971e-01,7.413601102331362824e+00,5.306599249497715443e-01,7.648710616765642456e+00
1.539999999999999980e-01,7.559959469052234482e+00,6.560120216869168575e-01,7.752262083154658256e+00
1.549999999999999989e-01,7.389867267535104034e+00,5.168791783876053314e-01,7.643229322524647706e+00
1.559999999999999998e-01,7.506122545613583164e+00,5.990902732308363010e-01,7.690473877617289844e+00
1.570000000000000007e-01,7.581097400177607248e+00,6.572402548189827387e-01,7.730815464986883434e+00
1.580000000000000016e-01,7.573364696081125835e+00,6.571021787342795628e-01,7.737229326583619837e+00
1.590000000000000024e-01,7.580695997970126498e+00,6.443627952027622952e-01,7.703319470524368384e+00
1.600000000000000033e-01,7.546768853109891317e+00,6.270880025288564363e-01,7.701542292302135273e+00
1.610000000000000042e-01,7.326009332202804814e+00,4.432693881957167070e-01,7.553457113236891729e+00
1.620000000000000051e-01,7.273577106359691236e+00,3.872746638662656893e-01,7.492641970478604030e+00
1.630000000000000060e-01,7.370892855790086351e+00,4.946399102564342232e-01,7.608750694944119708e+00
1.640000000000000069e-01,7.145433303493641475e+00,2.876755577518211870e-01,7.418929835652320115e+00
1.650000000000000078e-01,7.384185158485742306e+00,4.822777935270589067e-01,7.567987527447286311e+00
1.660000000000000087e-01,7.411084668257309716e+00,5.133246260505702763e-01,7.601746064179273787e+00
1.670000000000000095e-01,7.524910023972929629e+00,5.947803509453433168e-01,7.649358421785095175e+00
1.680000000000000104e-01,7.738878936415254373e+00,7.767810423390850705e-01,7.797881661531298469e+00
1.690000000000000113e-01,7.418965511119266054e+00,5.057314890124465778e-01,7.574153923598642812e+00
1.700000000000000122e-01,7.536370569779423434e+00,6.010555703769979718e-01,7.645824853992998271e+00
1.710000000000000131e-01,7.315581617571718986e+00,4.148520558982756734e-01,7.492607232376184534e+00
1.720000000000000140e-01,7.191680043436431191e+00,3.206607898159608006e-01,7.426502137479980448e+00
1.730000000000000149e-01,7.279835353562331690e+00,3.831869163262922040e-01,7.461753160197758916e+00
1.740000000000000158e-01,7.220396035066370288e+00,3.366786438480634525e-01,7.426511064607446144e+00
1.750000000000000167e-01,7.511877160177087731e+00,5.916892453594002621e-01,7.643370180597051977e+00
1.759999999999999898e-01,7.509043358199836149e+00,5.623087818889770384e-01,7.585748874987125134e+00
1.769999999999999907e-01,7.659126729398613165e+00,7.058472520773517722e-01,7.721037932851842811e+00
1.779999999999999916e-01,7.541223552108041517e+00,5.905745022400328281e-01,7.606683666593616167e+00
1.789999999999999925e-01,7.536535251362503907e+00,5.802048547989948624e-01,7.588916200222835862e+00
1.799999999999999933e-01,7.445079355106941854e+00,5.227041665950347138e-01,7.563652625808243712e+00
1.809999999999999942e-01,7.381576278576629235e+00,4.590820647506674845e-01,7.498194686855220503e+00
1.819999999999999951e-01,7.238476409949848644e+00,3.330250228697078096e-01,7.387467841085590514e+00
1.829999999999999960e-01,7.252907534564576153e+00,3.579839430193622052e-01,7.421248996224682593e+00
1.839999999999999969e-01,7.458027509373916786e+00,5.171700282918646474e-01,7.532805576720200236e+00
1.849999999999999978e-01,7.450707555899407808e+00,5.081668945853655694e-01,7.520436450418372054e+00
1.859999999999999987e-01,7.237906595377899599e+00,3.149290548139388468e-01,7.345094557926577394e+00
1.869999999999999996e-01,7.686791999624919214e+00,6.970619582069226272e-01,7.658826236465081649e+00
1.880000000000000004e-01,7.398250390015164157e+00,4.537882692755001446e-01,7.459192974968136269e+00
1.890000000000000013e-01,7.482811040729942853e+00,5.349073997110240786e-01,7.535267070818653323e+00
1.900000000000000022e-01,7.350823814174887616e+00,4.106856640882583509e-01,7.417234002064492238e+00
1.910000000000000031e-01,7.087051475232624576e+00,1.960789834840374890e-01,7.250245516677628288e+00
1.920000000000000040e-01,7.394628415211884409e+00,4.622387127766548476e-01,7.473472559530248027e+00
1.930000000000000049e-01,7.239966663572739769e+00,3.104961881286151804e-01,7.323168352018244676e+00
1.940000000000000058e-01,7.312793211714613051e+00,3.819759746277163748e-01,7.391857560000191008e+00
1.950000000000000067e-01,7.380406876726748777e+00,4.162870695717354463e-01,7.391461833127465297e+00
1.960000000000000075e-01,7.553817484260501480e+00,5.692373899477710664e-01,7.522589593512956085e+00
1.970000000000000084e-01,7.377560344946134663e+00,4.223166868464603985e-01,7.403687384800765159e+00
1.980000000000000093e-01,7.464329021871737524e+00,4.886438710718117862e-01,7.448301752645254403e+00
1.990000000000000102e-01,7.236811859399378655e+00,3.048800116049702469e-01,7.307068709645355931e+00
2.000000000000000111e-01,6.999502926204233866e+00,1.034834715492089635e-01,7.140413061107253156e+00
2.010000000000000120e-01,7.126075308957171117e+00,2.052335355147382190e-01,7.216222363136271412e+00
2.020000000000000129e-01,7.072528454282248411e+00,1.709651161424819710e-01,7.200168990828855975e+00
2.030000000000000138e-01,7.188206750207981166e+00,2.613581547434311592e-01,7.264270355302882898e+00
2.040000000000000147e-01,7.342269397437152456e+00,3.792695107420844258e-01,7.345082808622247050e+00
2.050000000000000155e-01,7.292264545209332205e+00,3.433490864142190180e-01,7.322359754825612299e+00
2.060000000000000164e-01,7.293842666484191994e+00,3.281995436128921084e-01,7.289657705722431658e+00
2.070000000000000173e-01,8.132440421945577924e+00,1.256868099745924061e+00,8.523665736179355079e+00
2.080000000000000182e-01,7.521114648959891902e+00,6.611004991480741166e-01,7.857759441667904632e+00
2.089999999999999913e-01,7.348287318722991124e+00,4.557102909667524182e-01,7.567621455597299374e+00
2.099999999999999922e-01,7.162996103728132447e+00,2.771576436334864391e-01,7.363976023548126193e+00
2.109999999999999931e-01,7.105240374853161178e+00,2.187804738102235025e-01,7.285519032089931457e+00
2.119999999999999940e-01,7.248446883551942221e+00,3.154947530716689652e-01,7.323815577122286591e+00
2.129999999999999949e-01,7.021205378051343260e+00,1.107063521536794382e-01,7.134152312597778156e+00
2.139999999999999958e-01,7.155723251545960117e+00,2.192490469736944614e-01,7.212209309631183451e+00
2.149999999999999967e-01,7.526242904279752288e+00,5.322386367778495497e-01,7.464896332662885214e+00
2.159999999999999976e-01,7.309180856816256622e+00,3.547979799550843860e-01,7.325388069770212951e+00
2.169999999999999984e-01,7.207685134310315433e+00,2.594453336728861914e-01,7.233720592947433303e+00
2.179999999999999993e-01,7.394756992344786006e+00,4.309815599115409679e-01,7.389737729387610976e+00
2.190000000000000002e-01,7.109345884174315344e+00,1.994034729968248709e-01,7.212084133335418201e+00
2.200000000000000011e-01,7.161216746717387061e+00,2.339709350095290075e-01,7.229514835345042023e+00
2.210000000000000020e-01,7.152477386682635441e+00,2.255084056154190719e-01,7.221571081789486257e+00
2.220000000000000029e-01,7.246600339235667043e+00,3.145141811926440711e-01,7.305776954086748987e+00
2.230000000000000038e-01,7.319526452506623038e+00,3.526286164568090409e-01,7.309472227224301122e+00
2.240000000000000047e-01,7.506755989440988763e+00,5.250203925172317598e-01,7.467493803946747555e+00
2.250000000000000056e-01,7.195115580527117416e+00,2.478878694390488635e-01,7.225411467222691009e+00
2.260000000000000064e-01,7.486735834901530495e+00,4.990411342570799103e-01,7.436714365381510206e+00
2.270000000000000073e-01,7.069023571433186603e+00,1.486058417829045908e-01,7.154246463001589618e+00
2.280000000000000082e-01,7.024710372727723140e+00,1.137380658690371055e-01,7.129587689936383477e+00
2.290000000000000091e-01,7.326512999004098248e+00,3.804270517372709270e-01,7.361999032739433346e+00
2.300000000000000100e-01,6.955063639026043631e+00,6.410397118998990840e-02,7.101709794942687282e+00
2.310000000000000109e-01,7.257297268871391260e+00,3.182486689473424946e-01,7.308743731889807194e+00
2.320000000000000118e-01,7.247422900974996196e+00,2.984495592701085220e-01,7.280067596007139485e+00
2.330000000000000127e-01,7.369930255410949371e+00,4.169627745864104562e-01,7.395702763981566896e+00
2.340000000000000135e-01,7.442459097286065806e+00,4.627711700159783947e-01,7.415973909759126848e+00
2.350000000000000144e-01,7.249860939619515499e+00,2.997500632303453094e-01,7.283778782864545498e+00
2.360000000000000153e-01,7.176083057858140712e+00,2.516151248563328613e-01,7.262599976304985994e+00
2.370000000000000162e-01,7.352245421766242295e+00,4.034489483042605351e-01,7.391481136079976366e+00
2.380000000000000171e-01,7.029172718846707468e+00,1.352732288443715403e-01,7.179639297785389118e+00
2.390000000000000180e-01,6.914905354322052666e+00,3.658253219105472853e-02,7.098021425799598383e+00
2.399999999999999911e-01,7.445765981536551337e+00,4.976304716636515968e-01,7.490810239325671915e+00
2.409999999999999920e-01,7.185862698987524944e+00,2.746335064823707817e-01,7.306328614195856552e+00
2.419999999999999929e-01,7.471718144990996180e+00,5.163733937657076778e-01,7.505615394563111664e+00
2.429999999999999938e-01,7.577928948405227239e+00,6.006406189629684977e-01,7.569652805520400207e+00
2.439999999999999947e-01,7.380154629569903868e+00,4.417104892481052980e-01,7.451329741539266749e+00
2.449999999999999956e-01,7.399479063605832962e+00,4.515767713538333950e-01,7.453547581537491418e+00
2.459999999999999964e-01,7.424086496052547446e+00,4.857578398500143613e-01,7.499156472602947154e+00
2.469999999999999973e-01,6.999883362093383354e+00,1.267334927292670665e-01,7.207207144846437430e+00
2.479999999999999982e-01,7.445907059183357823e+00,5.157258463555624006e-01,7.541103931675943173e+00
2.489999999999999991e-01,7.214984536221883182e+00,3.174153716701336170e-01,7.377378256135044943e+00
2.500000000000000000e-01,7.333798836715573977e+00,4.242586192299268033e-01,7.474257541006666727e+00
2.510000000000000009e-01,7.499707897770484522e+00,5.494143579172853231e-01,7.560698690516021614e+00
2.520000000000000018e-01,7.534345583783760958e+00,5.910868862987546102e-01,7.611473682714189337e+00
2.530000000000000027e-01,7.574774288118870658e+00,6.236206375897677123e-01,7.638206181167240594e+00
2.540000000000000036e-01,7.529484290270961999e+00,5.770403210678858308e-01,7.592452464125106992e+00
2.550000000000000044e-01,7.439118922956184043e+00,5.237379235367349839e-01,7.578350263935938358e+00
2.560000000000000053e-01,7.326824351861829676e+00,4.218191337320597589e-01,7.488961839747124039e+00
2.570000000000000062e-01,7.390506194284406583e+00,4.832856427845457770e-01,7.550381963490300663e+00
2.580000000000000071e-01,7.264161110870570148e+00,3.873988409787265108e-01,7.487133725409049312e+00
2.590000000000000080e-01,7.267449409930367032e+00,3.698608126832194642e-01,7.450957923405342243e+00
2.600000000000000089e-01,7.793691479421482882e+00,8.420310806647397506e-01,7.871250123525852516e+00
2.610000000000000098e-01,7.310369025022766643e+00,4.107075071744663575e-01,7.494121227941930918e+00
2.620000000000000107e-01,7.661721207274526435e+00,7.072286404528952408e-01,7.738006034732856975e+00
2.630000000000000115e-01,7.599170429399278781e+00,6.685312529512512647e-01,7.725352530449696609e+00
2.640000000000000124e-01,7.490767618467163658e+00,5.824514751168041737e-01,7.663778880484979794e+00
2.650000000000000133e-01,7.491526706531402624e+00,5.806513109690555341e-01,7.661591983071531331e+00
2.660000000000000142e-01,7.007651232088543125e+00,1.729249110161833469e-01,7.332173417649212155e+00
2.670000000000000151e-01,7.412642122900928499e+00,5.348723995351921667e-01,7.653219320603703579e+00
2.680000000000000160e-01,7.642787370467842401e+00,7.318877915210648677e-01,7.819226548696256884e+00
2.690000000000000169e-01,7.376242987076914837e+00,5.022840984271857989e-01,7.628661937492046796e+00
2.700000000000000178e-01,7.596637487506797015e+00,6.773375125897030946e-01,7.760446192496296192e+00
2.710000000000000187e-01,7.740876622093073145e+00,8.014770082464369727e-01,7.866528362102192418e+00
2.720000000000000195e-01,7.543925953721134725e+00,6.373705281695569713e-01,7.737275637820201446e+00
2.730000000000000204e-01,7.832708605790958956e+00,8.854984247012781529e-01,7.946722492317275233e+00
2.740000000000000213e-01,7.658449543836159279e+00,7.483002204059669982e-01,7.848519923005322418e+00
2.750000000000000222e-01,7.357078326645754451e+00,4.942817848092767585e-01,7.643747058266745498e+00
2.760000000000000231e-01,7.652423349382300621e+00,7.503553044319213328e-01,7.862396858233637431e+00
2.770000000000000240e-01,7.433658283715066872e+00,5.700832610270718526e-01,7.722417634914955364e+00
2.780000000000000249e-01,7.535434769825851475e+00,6.541606539206162862e-01,7.790544808607646310e+00
2.790000000000000258e-01,7.768844545434392401e+00,8.438290316032355243e-01,7.938166845737777422e+00
2.800000000000000266e-01,7.572510975981145975e+00,6.778456946846106446e-01,7.804172138209787946e+00
2.810000000000000275e-01,7.919544369525518768e+00,9.767598332199511901e-01,8.056545966721399665e+00
2.820000000000000284e-01,7.874725606545561973e+00,9.360804225754728591e-01,8.021522666186877260e+00
2.830000000000000293e-01,7.823340432068529360e+00,9.156442225239659338e-01,8.033487335216971559e+00
2.840000000000000302e-01,7.689130055742376513e+00,7.900073675560952413e-01,7.917808420012325321e+00
2.850000000000000311e-01,7.477759482560059290e+00,6.135310500833094371e-01,7.777540753305903110e+00
2.860000000000000320e-01,7.508457820884201439e+00,6.550598730507329881e-01,7.831141954739317512e+00
2.870000000000000329e-01,7.805083865423050327e+00,9.003722451196024545e-01,8.026307641337105281e+00
2.880000000000000338e-01,7.598433560562099842e+00,7.181547001735432145e-01,7.869612606179074987e+00
